USSG,41.05,0,1.42,0,0,0,0,0,0,-100,-100,-100
FOEAF,0.0,0,0,1,0,0,0,0,1,-100,-100,-100
HYMU,26.85,0,2.6,0,0,0,0,0,0,-100,-100,-100
BGAVF,0.05,4280000.0,0,0,0,0,0,0,0,-100,-100,-100
AXBSF,0.0,0,0,1,0,1,0,0,0,-100,-100,-100
ESLOY,97.65,0,1.38,20,9,2,7,1,1,-14.99,5.52,13.54
IVR,3.18,906150000.0,11.29,5,0,0,1,1,3,-13.52,-1.57,2.2
CLBEY,5.63,0,1.97,8,0,0,8,0,0,-100,-100,-100
ADP,213.42,90636000000.0,1.75,23,6,0,13,2,2,-23.62,-0.67,8.71
BCYC,30.17,719700000.0,0,9,9,0,0,0,0,16.01,39.21,92.24
GTGP,0.0,0,0,0,0,0,0,0,0,-100,-100,-100
RNRTF,0.0,534880000.0,0,1,0,1,0,0,0,-100,-100,-100
ENCB,0.04,0,0,0,0,0,0,0,0,-100,-100,-100
FSRX,9.71,371510000.0,0,0,0,0,0,0,0,-100,-100,-100
MCDIF,0.43,0,0,0,0,0,0,0,0,-100,-100,-100
JFEEF,0.0,0,0.74,10,6,2,2,0,0,-100,-100,-100
TWCBU,9.9,0,0,0,0,0,0,0,0,-100,-100,-100
IGF,46.29,0,2.72,0,0,0,0,0,0,-100,-100,-100
SWIR,19.53,717710000.0,0,3,1,0,2,0,0,-0.15,2.41,12.65
RPV,76.08,0,1.19,0,0,0,0,0,0,-100,-100,-100
VTIP,52.36,0,2.27,0,0,0,0,0,0,-100,-100,-100
USPS,0.0135,0,0,0,0,0,0,0,0,-100,-100,-100
DBRG.PRG,0,0,0,5,4,0,1,0,0,-100,-100,-100
SIPC,0.007,0,0,0,0,0,0,0,0,-100,-100,-100
EDRY,24.31,60310000.0,0,2,2,0,0,0,0,43.97,70.88,97.45
UPPR,0.0,0,0,0,0,0,0,0,0,-100,-100,-100
CFRUY,12.74,0,0.87,26,12,1,9,3,1,637.52,803.77,959.81
QTRHF,1.82,207120000.0,2.2,4,3,0,1,0,0,20.88,37.36,76.37
CCMMF,0.0,0,0,5,3,0,2,0,0,-100,-100,-100
LYXXF,0.0,0,0,0,0,0,0,0,0,-100,-100,-100
DNZ.WS,0,0,0,0,0,0,0,0,0,-100,-100,-100
OSH,64.46,15395000000.0,0,13,10,2,1,0,0,0.84,8.59,22.56
YTRA,1.97,119420000.0,0,1,1,0,0,0,0,77.66,90.36,103.05
BXXY,1.5,5030000.0,0,0,0,0,0,0,0,-100,-100,-100
FL,55.4,5667000000.0,1.46,23,14,0,8,0,1,-13.36,29.96,48.01
OSUKF,0.0,0,2.05,0,0,0,0,0,0,-100,-100,-100
COHR,242.0,5937000000.0,0,8,1,0,7,0,0,-11.16,3.31,11.57
MGV,101.44,0,2.11,0,0,0,0,0,0,-100,-100,-100
FLXI,0.0,5440000.0,0,0,0,0,0,0,0,-100,-100,-100
XDAT,28.49,0,0,0,0,0,0,0,0,-100,-100,-100
XNJJY,0.0,0,2.68,4,0,1,2,0,1,-100,-100,-100
PPJE,0.0011,5320000.0,0,0,0,0,0,0,0,-100,-100,-100
DHR.PRA,0,0,0,24,18,2,3,0,1,-100,-100,-100
CHGI,0.126,3330000.0,0,0,0,0,0,0,0,-100,-100,-100
MPC,57.34,37469000000.0,4.04,18,13,1,4,0,0,-2.34,22.08,44.75
TLTE,62.27,0,1.78,0,0,0,0,0,0,-100,-100,-100
YHEKF,0.0,0,0,8,6,1,1,0,0,-100,-100,-100
ACQRU,9.99,495900000.0,0,0,0,0,0,0,0,-100,-100,-100
DHKCF,0.0,72650000.0,0,0,0,0,0,0,0,-100,-100,-100
MXBGF,0.0,0,0,0,0,0,0,0,0,-100,-100,-100
SLNM,0.0,1330000.0,0,1,0,0,1,0,0,-100,-100,-100
IROMF,0.0,209470000.0,0,0,0,0,0,0,0,-100,-100,-100
PBKOF,38.5,0,0.33,4,2,2,0,0,0,48.05,55.84,71.43
GLDRF,0.104,9360000.0,0,1,0,1,0,0,0,-100,-100,-100
TCNAF,0.66,38100000.0,0,0,0,0,0,0,0,1081.82,1081.82,1081.82
SICNF,0.3473,57440000.0,0,0,0,0,0,0,0,-100,-100,-100
VASO,0.055,9810000.0,0,0,0,0,0,0,0,-100,-100,-100
HGDPF,0.0,0,4.07,4,3,0,1,0,0,-100,-100,-100
DNDT,0.0,1220000.0,0,0,0,0,0,0,0,-100,-100,-100
FLIDF,0.0,0,0.75,12,5,0,5,0,2,-100,-100,-100
KNBWF,0.0,0,3.09,17,6,3,8,0,0,-100,-100,-100
CPIHF,0.0,0,0,1,0,0,1,0,0,-100,-100,-100
STRL,22.29,637610000.0,0,2,1,0,1,0,0,25.62,25.62,25.62
KLDW,47.73,0,0.54,0,0,0,0,0,0,-100,-100,-100
ALRT,0.065,33750000.0,0,1,1,0,0,0,0,69.23,69.23,69.23
JCTR,59.87,0,1.19,0,0,0,0,0,0,-100,-100,-100
SMBVF,0.0,267649999.99999997,0,0,0,0,0,0,0,-100,-100,-100
JPHY,52.03,0,4.42,0,0,0,0,0,0,-100,-100,-100
RAFI,0.0,29450000.0,4.42,0,0,0,0,0,0,-100,-100,-100
MDMP,0.1083,36710000.0,0,0,0,0,0,0,0,-100,-100,-100
TOTDY,0.0,0,1.18,10,3,1,5,0,1,-100,-100,-100
PSYBF,0.283,0,0,0,0,0,0,0,0,-100,-100,-100
CDTLF,0.0,7020000.0,0,0,0,0,0,0,0,-100,-100,-100
FERD,0.0,0,0,0,0,0,0,0,0,-100,-100,-100
HSXUF,0.0,0,2.47,0,0,0,0,0,0,-100,-100,-100
CLDS,17.36,0,0,0,0,0,0,0,0,-100,-100,-100
SSVRF,0.91,60220000.0,0,0,0,0,0,0,0,-100,-100,-100
CWLPF,1.75,45550000.0,0,1,1,0,0,0,0,-100,-100,-100
KATX,0.0072,7580000.0,0,0,0,0,0,0,0,-100,-100,-100
VSYM,0.0002,1160000.0,0,0,0,0,0,0,0,-100,-100,-100
LEAP.WS,0,0,0,0,0,0,0,0,0,-100,-100,-100
SAN,3.8,66760999999.99999,0.86,26,16,3,5,0,2,-19.21,20.26,46.58
STCB,0.402,63970000.0,0,0,0,0,0,0,0,-100,-100,-100
GSK,40.53,101666000000.0,5.47,24,7,2,13,0,2,-10.17,6.74,31.75
AMLZF,0.0,0,0,1,0,0,0,0,1,-100,-100,-100
HCICW,1.77,0,0,0,0,0,0,0,0,-100,-100,-100
